pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
1863 V1,Tempel's Comet (1863 IV),6.1,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Tempel); body header notes 'At first designated as 1863 V or 1863e' — first paren-id drift; Holetschek H1=5m.4; C.A.M. H10=6m.1; synthesis from Schmidt/Bruhns/Rumker average H10=5m.7 also cited; chose C.A.M. per §3.1; page-image proofread vs page 218-219: confirmed,high,1863 IV,218,"Holetschek, taking for 12 Nov. to 17 Nov. m=4m, got H1=5m.4. In C.A.M. H10=6m.1. Using the estimates of Schmidt, Bruhns and Rumker for average H10 we get 5m.7."
1863 Y1,Respighi's Comet (1863 V),7.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 1862 X1 (wrong; that's Bruhns 1863 I); body identifies as Respighi's 28 Dec 1863 discovery (Provisional designation 1863 IV) = 1863 Y1 (Respighi) per target list; Holetschek H1=7m on 3 Jan 1864; C.A.M. H10=7m; synthesis 8m.2; chose C.A.M. per §3.1; page-image proofread vs page 219: confirmed,high,1863 V,219,"Taking m=5m.7(?) on 3 Jan. 1864, Holetschek obtained H1=7m. In C.A.M. H10=7m. From these estimates we obtain H10=8m.2."
1863 T1,Baeker's Comet (1863 VI),4.2,10.0,"Vsekhsvyatskij 1958, E-II","MANUAL DESIGNATION OVERRIDE — script gave 1863 V1 (wrong; that's Tempel 1863 IV, the previous entry); body identifies as Backer's 9 Oct 1863 discovery; perihelion ~29 Dec from r,Δ data matches 1863 T1 (Baeker); only E-II value cited (4m.2); page-image proofread vs page 219-220: confirmed",high,1863 VI,219,"From the estimates in E-II, H10=4m.2. From Schmidt's estimates for 17 Nov., D1=6'.5; S=0.01."
1864 R1,Donati's Comet (1864 I),7.0,10.0,"Vsekhsvyatskij 1958, E-II",MANUAL DESIGNATION OVERRIDE — script gave 6P (wrong; 6P/d'Arrest 1864 apparition is entry 1864 IV); body identifies as Donati's 9 Sept 1864 discovery in Leo Minor — matches 1864 R1 (Donati) per target list peri 1864-07-28 (post-peri discovery); only E-II H10=7m.0 cited; page-image proofread vs page 220: confirmed,high,1864 I,220,Absolute magnitude estimated first in E-II (7m.0); 14 Sept. D1=2'.7.
1864 N1,Tempel's Comet (1864 II),6.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Tempel); Holetschek H1=6m.8 and 6m for 5 Aug and 11 Aug; C.A.M. H10=6m; Big V reappraisal H10=6m.2 from seven independent estimates; chose C.A.M. per §3.1; first comet to be observed spectroscopically (Donati 5-6 Aug); page-image proofread vs page 220-221: confirmed,high,1864 II,220,"Taking m=2 to 3m and 2m on 5 Aug. and 11 Aug., respectively, Holetschek obtained H1=6.8 and 6m. In C.A.M. H10=6m. According to Schmidt's estimates, D=3'.8; S=0.07 to 0.09. The catalogue above figures reappraised according to seven independent estimates (H10=6m.2)."
1864 Y1,Bruhns's Comet (1864 V),9.5,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Bruhns); E-II H10=11m; Big V synthesis: first period H10=9 to 10m (mid 9.5); end of January H10=12m — asymmetric/fading; took first-period synthesis as brighter representative; page-image proofread vs page 222: confirmed,low,1864 V,222,"In E-II, H10=11m. In the first period, H10=9 to 10m; at the end of January, 12m. A rapid decrease in brightness in January, though ephemeris predicted an increase of 3m over brightness upon discovery."
1865 B1,Great Southern Comet 1865,3.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Abbot/Moesta/Ellery + descriptive 'Bright southern comet'); not as bright as Comet Donati per Ellery; Holetschek H1=3m.8 (m=3m on 26 Jan, 5m on 17 Feb); C.A.M. H10=3m.8; D1=9' on 20 Jan; popular_name uses 'Great Southern Comet 1865' since target_list name is 'C/1865 B1 (Great southern comet)'; page-image proofread vs page 222-223: confirmed",high,1865 I,222,"Holetschek took m=3m on 26 Jan. and m=5m(?) on 17 Feb., hence H1=3m.8. In C.A.M., H10=3m.8. 20 Jan., D1=9'. 20 Jan. to 30 Jan., S=0.45."
55P,Tempel-Tuttle,8.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Tempel, Tuttle); Holetschek H1=9 (two papers); C.A.M. H10=9; Big V's 'making use of these estimates' synthesis H10=8m.0±0m.7 — preferred as Big V's own consolidated value; Schiaparelli established orbit identity with Leonids meteor shower; periodic — will dedupe with other 55P apparitions; page-image proofread vs page 224: confirmed",medium,1866 I,224,"Holetschek, taking m=6m upon discovery and m=10m.5 in last observations, obtained H1=9m. In another paper, Sitz. Acad. Wien 117(IIa). 1908; A.N., 179:221, Holetschek gave H1=9m.0; D1=1'.8. In C.A.M., H10=9. Making use of these estimates, we obtain H10=8m.0±0m.7."
38P,Stephan-Oterma,9.0,10.0,"Vsekhsvyatskij 1958, E-II",MANUAL DESIGNATION OVERRIDE — script gave 9P (wrong; 9P/Tempel 1 first apparition is the next entry 1867 II); body says 'Discovered by Coggia on 22 Jan and measured first by Stephan on 25 Jan' — perihelion before discovery (r increasing from 1.58 onwards) matches 38P/Stephan-Oterma peri 1867-01-20; only E-II H10=9m cited; periodic — will dedupe with other 38P apparitions; page-image proofread vs page 225: confirmed,medium,1867 I,225,"In E-II, H10=9m. 28 Jan., D1=3'.6; 9 Feb., D1=2'.0. During the first period, S>0."
9P,Tempel 1,10.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 26P (wrong; 26P/Grigg-Skjellerup peri 1873-02-16 doesn't match this entry's April-July 1873 observations); body explicitly: 'second recorded apparition of the short-period comet Tempel(1)' = 9P; Holetschek H1=10m.3 to 12m.0; C.A.M. H10=10m.0; synthesis 9m.2; chose C.A.M. per §3.1; periodic — will dedupe with other 9P apparitions; page-image proofread vs page 236: confirmed; periodic dedupe across apparitions [1867 II: M1=8.4; 1879 III: M1=10.4],high,1873 I,236,"Holetschek adopted for 3 April m=12m.5; 19 May, 11m.0 and 30 June, 13m.0; hence, H1=10m.3 to 12m.0. In C.A.M., H10=10m.0. With these estimates we obtain H10=9m.2. D1=0.5 to 1'.0."
1867 S1,Baeker-Winnecke (1867 III),8.0,10.0,"Vsekhsvyatskij 1958, E-II","matched by name (Backer, Winnecke); E-II H10=7 to 9m (mid 8.0); nucleus 9 to 10m; D1=3 to 4' on 3 Oct; brief photometry; range-only, flag medium per §3.4; page-image proofread vs page 226-227: confirmed",medium,1867 III,226,"In E-II, H10=7 to 9m. Nucleus 9 to 10m. 3 Oct., D1=3 to 4'. 23 Oct., S=0.004."
1868 L1,Winnecke's Comet (1868 II),7.7,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Winnecke); Holetschek H1=6m.6; C.A.M. H10=7m.7; Big V synthesis 7m.6±0m.1 from Schmidt estimates; D1=3'.5; S=0.02; page-image proofread vs page 227-228: confirmed,high,1868 II,227,"Using Winnecke's estimate, Holetschek obtained H1=6m.6. In C.A.M., H10=7m.7; D1=3'.5; S=0.02. Taking, according to Schmidt, m=4 to 5m on 26 June; 9 July, 5m; 14 July and 15 July, 5 to 6m, we obtain H10=7m.6±0m.1."
1869 T1,Tempel's Comet (1869 II),5.1,10.0,"Vsekhsvyatskij 1958, E-II","MANUAL DESIGNATION OVERRIDE — script gave 7P (wrong; 7P 1869 apparition is entry 1869 I, the previous one); body identifies as Tempel's 11 Oct 1869 discovery in Sextans; perihelion ~Oct 10 from target list 1869 T1 (Tempel) peri 1869-10-10; only E-II H10=5m.1 cited; brief photometry; page-image proofread vs page 229-230: confirmed",high,1869 II,229,The catalogue followed the values given in E-II for H10 (5m.1).
11P,Tempel-Swift-LINEAR,13.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'second recorded apparition of the short-period Comet Tempel-Swift' = 11P; Holetschek H1=13m.8; C.A.M. H10=13m.6 (very faint); Big V synthesis H10=12m.2; D1=2 to 3'; chose C.A.M. per §3.1; periodic — will dedupe with other 11P apparitions; page-image proofread vs page 255: confirmed; periodic dedupe across apparitions [1869 III: M1=11.4; 1891 V: M1=13.8; 1908 II: M1=12.8],high,1880 IV,255,"Holetschek took 28 Nov. to 1 Dec. 9m.8 and found H1=13m.8. In C.A.M., H10=13m.6. From these estimates, H10=12m.2. 1 Dec., from Schmidt, D1=2 to 3'; other estimates, D1=1'."
1870 Q1,Coggia's Comet (1870 II),9.5,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Coggia) + perihelion 28 Aug discovery → 1870 Q1; 'Absolute magnitude from E-II ... H10=9 to 10m' (mid 9.5); flag medium for range-only per §3.4; page-image proofread vs page 231: confirmed,medium,1870 II,231,"Absolute magnitude from E-II; from Schmidt, D1=6'.48'' to 5'.0. Brilliant nucleus; H10=9 to 10m."
1870 W1,Winnecke's Comet (1870 IV),11.1,10.0,"Vsekhsvyatskij 1958, E-II","MANUAL DESIGNATION OVERRIDE — script gave 6P (wrong; 6P 1870 apparition is entry 1870 III); body identifies as Winnecke's 23 Nov 1870 discovery near γ Virginis; only E-II H10=11m.1 cited; comet visible only ~one week, abruptly grew faint; matches target 1870 W1 (Winnecke) peri 1870-12-20; page-image proofread vs page 232: confirmed",medium,1870 IV,232,"Absolute magnitude from E-II, H10=11m.1; D1=1'.4 to 1'.8."
1871 G1,Winnecke's Comet (1871 I),5.3,10.0,"Vsekhsvyatskij 1958, other",matched by name (Winnecke) + perihelion ~June 1871 (target 1871 G1 (Winnecke) peri 1871-06-11); Holetschek H1=6m.5 to 7m.0; C.A.M. H10=6m.3; Big V synthesis from Tempel/Swift 'we get H10=5m.3' (brighter — preferred per Big V's framing); page-image proofread vs page 232-233: confirmed,medium,1871 I,232,"Adopting Schmidt's estimates for 26 April and 27 April and for 9 May (m=8m), which referred to the brightness of the nucleus only, Holetschek obtained H1=6m.5 to 7m.0. In C.A.M., H10=6m.3; 5 May to 9 May, D1=3'.8; 9 May, S=0.01. Taking according to Tempel and Swift in May m=6 to 7m and 16 May m=6m, we get H10=5m.3."
1871 L1,Tempel's Comet (1871 II),6.5,10.0,"Vsekhsvyatskij 1958, other","matched by name (Tempel) + body discovery 14 June 1871 → 1871 L1 (Tempel); 'In E-II H10=6m.0 due to an erroneous use of Tempel's estimates which actually refer to comet 1871 I' — Big V flags E-II as erroneous (paper trail similar to V1 Donati pattern); ASYMMETRIC: Big V's own synthesis H10=6m.5 before perihelion, H10=8m.7 in August-September after perihelion; took pre-peri (brighter) per §3.3; page-image proofread vs page 233: confirmed; ERRONEOUS E-II flagged",low,1871 II,233,"In E-II, H10=6m.0 due to an erroneous use of Tempel's estimates, which actually refer to comet 1871 I. According to the estimates above, H10=6m.5 before the perihelion passage and H10=8m.7 in August and September (after perihelion passage)."
1871 V1,Tempel's Comet (1871 IV),11.0,10.0,"Vsekhsvyatskij 1958, E-II","matched by name (Tempel) + perihelion late-Dec 1871 → 1871 V1 (Tempel); 'Absolute magnitude determined for the first time in E-II'; Big V does NOT print numeric H10 explicitly but lists 'h0=11m' (nucleus brilliance); h0=11m is the nucleus, not the absolute magnitude — flag low for review; absent better data treating h0 as proxy is incorrect; LOW confidence, requires manual review; page-image proofread vs page 234: H10 numeric value not printed",low,1871 IV,234,"Absolute magnitude determined for the first time in E-II. In November, D1=2'.6 to 4'.0; h0=11m."
10P,Tempel 2,9.1,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 9P (wrong); body explicitly: 'first recorded apparition of the short-period Comet Tempel(2)' = 10P; Holetschek H1=9m.7 to 10m.1; C.A.M. H10=9m.1; synthesis 8m.5 (Big V notes brightness 'apparently higher than Holetschek's estimates'); chose C.A.M. per §3.1; periodic — will dedupe with other 10P apparitions; page-image proofread vs page 236-237: confirmed; periodic dedupe across apparitions [1878 III: M1=9.4; 1930 VIII: M1=10.3; 1894 III: M1=9.5; 1899 IV: M1=9.9; 1904 III: M1=9.8; 1915 I: M1=11.0; 1920 II: M1=10.0; 1925 IV: M1=10.5],high,1873 II,236,"From Holetschek, H1=9m.7 to 10m.1. In C.A.M., H10=9m.1. From these estimates, H10=8m.5. D1max=3'.4."
1873 Q1,Borrelly's Comet (1873 IV),7.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Borrelly) + body discovery 20 Aug 1873; C.A.M. H10=7m; Big V synthesis 6m.7; nucleus h10=9m; D1=3'.7; chose C.A.M. per §3.1; page-image proofread vs page 237: confirmed,high,1873 IV,237,"In C.A.M., H10=7m. From these estimates, H10=6m.7. Brilliance of nucleus h10=9m. Coma diameter D1=3'.7; S>0."
1873 Q2,Henry's Comet (1873 V),6.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1873 Q1 (wrong; that's the Borrelly comet, previous entry); body identifies as 'Andries (Paris)' but the named modern comet is C/1873 Q2 (Henry) — OCR likely garbled discoverer name (printed text reads 'Andries' but matches Henry's discovery 23 Aug); Big V's 1873 V perihelion ~Sept 18 from r,Δ data fits 1873 Q2 (Henry) peri 1873-10-02; Holetschek H1=5m.9; C.A.M. H10=6m.4; synthesis from Tempel D1=7-9' confirms bright; chose C.A.M.; page-image proofread vs page 237-238: 'Andries' literally printed but identification with 1873 Q2 (Henry) by perihelion+date matching",low,1873 V,237,"Holetschek adopted for 9 Sept. m=4m and found H1=5m.9. In C.A.M., H10=6m.4. Nucleus h10=10m. From Tempel, D1=7 to 9'. 3 Sept. S=0.04."
1874 D1,Winnecke's Comet (1874 I),11.0,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Winnecke) + body discovery 20 Feb 1874 → 1874 D1; only E-II H10=11m.0 cited; observed only 6 days; D1=1'.5; S=0.0006; page-image proofread vs page 239: confirmed,high,1874 I,239,"From E-II, absolute magnitude H10=11m.0; D1=1'.5; S=0.0006."
1874 G1,Winnecke's Comet (1874 II),5.0,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Winnecke) + body discovery 11 April 1874 → 1874 G1; only E-II H10=5m.0 cited; nucleus brilliance h10=11m.9; D1=6'.1; brief photometry; first comet whose spectrum was identified as hydrocarbon (Vogel/Huggins); page-image proofread vs page 239-240: confirmed,high,1874 II,239,"In E-II, H10=5m.0; brightness of nucleus h10=11m.9. In April and May D1=6'.1."
1874 H1,Coggia's Comet (Great Comet 1874),5.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 41P (wrong; 41P/Tuttle-Giacobini-Kresak peri 1874-05-15 doesn't match — this is the great Coggia of 1874); body identifies as 'Bright comet. Discovered by Coggia (Marseilles) on 17 April... visible to the naked eye [in June], tail 6-8' wide... 1-2m head' = Great Comet of 1874 = 1874 H1 (Coggia) per target list peri 1874-07-09; Holetschek H1=4m.3; C.A.M. H10=5m.7 (Big V notes Schmidt's 'essentially underestimated values'); Bobrovnikoff n=4.95, y=12.3, H0=6m.5; Kritzinger y=13, H10=5m.4; chose C.A.M.; sanity check: M1=5.7 with r_peri=0.68, Δ_min~0.29 → peak ~mag 1.4 (consistent with reported peak ~mag 1, naked-eye great comet); page-image proofread vs page 240-242: confirmed",high,1874 III,240,"Holetschek, taking for 9 July to 13 July m=1.7, found H1=4m.3. In C.A.M., H10=5m.7. Making use of the essentially underestimated values of Schmidt (that apparently refer to the central condensation, the nucleus, rather than to the entire head), Bobrovnikoff (Perkins Obs. Contr. (16) 1942) obtained n=4.95, y=12.3 and H0=6m.5. Earlier Kritzinger obtained y=13, H10=5m.4."
1874 Q1,Coggia's Comet (1874 IV),6.2,10.0,"Vsekhsvyatskij 1958, E-II","MANUAL DESIGNATION OVERRIDE — script gave 1874 H1 (wrong; that was the previous great-comet entry 1874 III); body identifies as Coggia's 19 Aug 1874 discovery in Taurus, much fainter and a separate apparition = 1874 Q1 (Coggia) per target list peri 1874-07-18 (post-peri discovery); only E-II H10=6m.2 cited; D1max=2'.6 to 4'.0; page-image proofread vs page 242: confirmed",high,1874 IV,242,Absolute magnitude H10=6m.2 estimated in E-II. Maximum value D1=2'.6 to 4'.0.
1874 O1,Borrelly's Comet (1874 V),8.2,10.0,"Vsekhsvyatskij 1958, E-II","MANUAL DESIGNATION OVERRIDE — script gave 1874 Q1 (wrong); body identifies as Borrelly's 25 July 1874 discovery, perihelion ~late Aug from r,Δ → 1874 O1 (Borrelly) per target peri 1874-08-27; E-II H10=8m.2 (in Oct., 10m.5 — fading post-peri); chose pre-peri E-II value per §3.3; D1=3'.1; page-image proofread vs page 242: confirmed",medium,1874 V,242,"In E-II, H10=8m.2 (in Oct., 10m.5). 30 July, D1=3'.1. In August, from Bruhns, D1=1'.3."
1874 X1,Borrelly's Comet (1874 VI),7.6,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1874 O1 (wrong; that's the previous Borrelly entry 1874 V); body identifies as Borrelly's 6 Dec 1874 discovery in Corona Borealis, post-peri (peri 1874-10-19) → 1874 X1 (Borrelly); E-II H10=8m.0; Big V synthesis H10=7m.6 — chose Big V's value as more recent reappraisal; D1=2'.5; page-image proofread vs page 243: confirmed",medium,1874 VI,243,"In E-II, H10=8m.0; from these estimates, H10=7m.6; D1=2'.5."
1877 C1,Borrelly's Comet (1877 I),8.9,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Borrelly) + perihelion early Feb 1877 → 1877 C1; Holetschek H1=8m.8 (m=6m for 10-18 Feb); C.A.M. H10=8m.9; Big V synthesis H10=8m.2; D1=7'.8 to 5'.1; chose C.A.M. per §3.1; page-image proofread vs page 244-245: confirmed,high,1877 I,244,"Holetschek, taking for 10 Feb. to 18 Feb. m=6m, obtained H1=8m.8. In C.A.M., H10=8m.9. From these estimates, H10=8m.2. Schmidt gave D1=7'.8 to 5'.1 from 10 Feb. to 10 March. No tail reported."
1877 G2,Swift's Comet (1877 III),6.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Swift, Block, Borrelly) + perihelion April 1877 → 1877 G2 (Swift); E-II H10=7m.5; ASYMMETRIC: pre-peri H10=6m.7, post-peri (May-June) H10=9m.2; took pre-peri (brighter) per §3.3; D1=2'.2 to 2'.7; rapid drop in May; page-image proofread vs page 246-247: confirmed",low,1877 III,246,"In E-II, H10=7m.5. According to estimates, before the perihelion passage, H10=6m.7. At the end of May and in June, H10=9m.2; D1=2'.2 to 2'.7."
1877 T1,Tempel's Comet (1877 V),6.0,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Tempel) + body discovery 2 Oct 1877 → 1877 T1 (Tempel); E-II H10=6m.0; nucleus brilliance h10=8m.1; end Oct H10=7-8m (fading post-discovery); discovered 4.5 months after perihelion passage; chose E-II per §3.1; page-image proofread vs page 247-248: confirmed,high,1877 V,247,"From E-II, absolute magnitude H10=6m.0. Nucleus brilliance h10=8m.1; at the end of October, H10=7 to 8m. Comet grew rapidly faint and its discovery might have been associated with an abrupt increase in brightness."
1877 R1,Coggia's Comet (1877 VI),6.3,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Coggia) + body discovery 13 Sept 1877 → 1877 R1 (Coggia); E-II H10=6m.3; nucleus h10=9m.3; D1=2'; page-image proofread vs page 248: confirmed,high,1877 VI,248,"From E-II, H10=6m.3; 14 Oct., brilliance of nucleus h10=9m.3; D1=2'."
1878 N1,Swift's Comet (1878 I),8.5,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Swift); only E-II H10=8m.5 cited; observed only 4 days; brief photometry; page-image proofread vs page 248: confirmed,high,1878 I,248,Absolute magnitude cited according to E-II (8m.5). No data referring to size have been retained.
1879 M1,Swift's Comet (1879 II),4.5,10.0,"Vsekhsvyatskij 1958, E-II",matched by name (Swift) + body discovery 16 June 1879 → 1879 M1 (Swift); E-II H10=4m.5; nucleus h10=8m.1; D1=4'.9; discovered ~50 days after perihelion; page-image proofread vs page 250: confirmed,high,1879 II,250,"In E-II, H10=4m.5. In July-August, brilliance of nucleus h10=8m.1; D1=4'.9; 16 June to 20 June, S=0.0003."
1879 Q1,Palisa's Comet (1879 V),5.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Palisa) + body discovery 21 Aug 1879 → 1879 Q1 (Palisa); C.A.M. H10=6m.0; nucleus y=17m, h0=6m.2 from Harvard; Big V synthesis H10=5m.5 from Schmidt's estimates — preferred as Big V's own consolidated value; D1=5'.5 to 7'; page-image proofread vs page 251-252: confirmed",high,1879 V,251,"In C.A.M., H10=6m.0. Observations at Harvard gave for the nucleus y=17m, h0=6m.2. According to the estimates above, H10=5m.5."
1880 C1,Great Southern Comet 1880,7.1,10.0,"Vsekhsvyatskij 1958, other","matched by descriptive name (Great Southern); script Roman-fallback flagged medium but body confirms — large southern comet, tail visible from S. America/S. Africa/Australia from 31 Jan; Holetschek H1=7m; C.A.M. H10=8m.7 — Big V flags 'an obvious underestimate' (similar to V1 Donati pattern); ASYMMETRIC: Big V synthesis H10=7m.1 first period (taking m=3m on 5 Feb per Eddie), H10=8m.9 end of observations; took pre-peri (brighter) per §3.3; comet 'apparently grew rapidly faint'; popular_name uses 'Great Southern Comet 1880' since target_list comet_name is 'C/1880 C1 (Great southern comet)'; sanity check: M1=7.1 implies modest peak (this was a low-altitude tail-only sungrazer fragment, consistent); page-image proofread vs page 252-253: confirmed; ERRONEOUS C.A.M. flagged",low,1880 I,252,"Holetschek, taking m=5m(?) for 5 Feb., obtained H1=7m(?). In C.A.M., H10=8m.7 an obvious underestimate. Taking m=3m on 5 Feb. (Eddie) and 17 Feb. m=7 to 8m, we obtain H10=7m.1 in the first period and H10=8m.9 at the end of observations."
1880 G1,Schaeberle's Comet (1880 II),2.7,10.0,"Vsekhsvyatskij 1958, other",matched by name (Schaeberle) + body discovery 6 April 1880 → 1880 G1; E-III H10=2m.7 (E-III ≠ E-II per session V5; falls under 'other' per §3.1 source format); nucleus h10=6m.1; D1=3'.7; chose E-III; sanity check: M1=2.7 is bright but Schaeberle's Comet was indeed a bright object with a tail visible to naked eye; page-image proofread vs page 253: confirmed,high,1880 II,253,"In E-III, H10=2m.7 (accords with the estimates above). Brightness of the nucleus (or the central condensation), h10=6m.1. 27 May, D1=3'.7. S=0.0004."
1880 S1,Hartwig's Comet (1880 III),7.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Hartwig) + body discovery 29 Sept 1880 → 1880 S1 (Hartwig); Holetschek H1=7m.3; C.A.M. H10=7m.6; Big V synthesis H10=7m.7±0m.7; nucleus h10=9m.8; chose C.A.M. per §3.1; page-image proofread vs page 253-254: confirmed,high,1880 III,253,"Holetschek took m=5m.5 on 2 Oct.; hence, H1=7m.3. In C.A.M., H10=7m.6. According to naked-eye estimates and estimates in October and November (9 estimates), H10=7m.7±0m.7; for the nucleus h10=9m.8."
1880 Y1,Pechule's Comet (1880 VI),5.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Pechule) + body discovery 16 Dec 1880 → 1880 Y1 (Pechule); Holetschek H1=6m.3 (from Kobold's 22 Dec estimate); C.A.M. H10=5m.8; Big V synthesis H10=5m.8 from 14 instances (matches C.A.M.); nucleus h10=7m.1; brightness increase Feb-Mar; D1max=11'.5; chose C.A.M. per §3.1; NOTE: Big V's 1880 V (Cooper, 21 Dec) appears to be the same comet (target list has only 1880 Y1 in late Dec 1880); Cooper's row excluded as duplicate of this entry (more substantive); page-image proofread vs page 256: confirmed",high,1880 VI,256,"Holetschek, proceeding from Kobold's estimate, obtained for 22 Dec. H1=6m.3. In C.A.M., H10=5m.8. According to the estimates above (14 instances) H10=5m.8; for the nucleus h10=7m.1; an increase in brightness in February and March."
1926 B1,Blathwayt's Comet (1926 I),10.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Blathwayt) + 16 Jan 1926 Bloemfontein discovery; C.A.M. Hip=10m.6 (printed 'Hip' = H10 OCR artefact); yields m=13m.8 for 5 April 1926 (matches Schorr); D1=2'.0 to 4'.5; nucleus 10m.8 to 16m; rapid faintening; page-image proofread vs p438-439: confirmed,high,1926 I,438,"In C.A.M., Hip =10™6; this yields m=13™.8 for 5 April 1926"
22P,Kopff,8.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'first recorded apparition of the short-period Comet Kopff' = 22P; V.I y=2.7 H0=10m.6 (Wirtz); other observations y=8.6 H0=9m.3 (Hartwig/Abetti/Nijland); M.N. 90:714 Hm=8m.4 Hb=7m.5 Hs=8m.9; C.A.M. H10=8m.4; chose C.A.M. per sec 3.1; periodic — will dedupe with other 22P apparitions; non-standard y=2.7 (Wirtz, very flat); page-image proofread vs page 367-368: confirmed; periodic dedupe across apparitions [1926 II: M1=10.8; 1932 III: M1=9.8; 1939 II: M1=10.1; 1919 I: M1=8.6]",high,1906 IV,367,"V.I gave, according to Wirtz's estimates, y=2.7, H0=10m.6. According to other observations, (Hartwig, Abetti, Nijland et al.), y=8.6, H0=9m.3. In M.N., 90:714, Hm=8m.4, Hb=7m.5 and Hs=8m.9; in C.A.M., H10=8m.4."
1925 X1,Ensor's Comet (1926 III),9.3,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Ensor) + 13 Dec 1925 Pretoria discovery; C.A.M. H10=9m.3 for initial period; for Feb-March H1 fainter than 11m.5 (post-peri fading — comet seen disintegrating); chose initial-period C.A.M. per §3.1 (brighter representative per §3.3 conceptually); D1=3 to 4'; S=0.030; tail anomalous (synchrone hypothesis); page-image proofread vs p439-440: confirmed,high,1926 III,439,"In C.A.M., Hjg9=9™.3 for the initial period; for February and March, H, fainter than 11™.5."
15P,Finlay's Comet,9.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Finlay); FIRST recorded apparition of 15P/Finlay; Holetschek H1=10.1 (pre-peri) and 9.0 (post-peri); Vsekhsvyatskii Hm=9.2, Hb=8.6, He=9.5; avg 9.2; In C.A.M., H10=9.2; periodic — will dedupe with other 15P apparitions; page-image proofread vs page 285: confirmed; periodic dedupe across apparitions [1926 V: M1=11.6; 1893 III: M1=9.2; 1906 V: M1=9.0]",high,1886 VII,285,"Holetschek (loc. cit.) gave H1=10m.1 for the end of September (before the perihelion passage); end of November and December (after perihelion passage), H1=9m.0. S.K. Vsekhsvyatskii obtained Hm=9m.2; Hb=8m.6 and He=9m.5; average, H10=9m.2."
21P,Giacobini-Zinner,11.3,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'second recorded apparition of the short-period Comet Giacobini-Zinner' = 21P; Ebell/Viljev established identity with 1900 III orbit; Holetschek H1=10m.0-13m.3; V.II H10=10m.2; M.N. 90:714 Hm=11m.3 Hb=10m.4 Hs=12m.4; C.A.M. H10=11m.3 (matches M.N. Hm); chose C.A.M. per sec 3.1; periodic — will dedupe with other 21P apparitions; tail 25-30' long photographically; page-image proofread vs page 400: confirmed; periodic dedupe across apparitions [1926 VI: M1=11.5; 1933 III: M1=12.1; 1900 III: M1=11.6; 1907 III: M1=12.3],high,1913 V,400,"Proceeding from various estimates, Holetschek gave H1=10m.0 to 13m.3; in V.II, H10=10m.2. After reappraisal in M.N., 90:714, Hm=11m.3, Hb=10m.4 and Hs=12m.4; in C.A.M., H10=11m.3."
1927 B1,Reid's Comet (1926 VII),7.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Reid) + 25 Jan 1927 Capetown discovery; Big V's 'Taking m=8m for end of January and m=9.5 to 10m for beginning of March, C.A.M. obtained H10=7m.8'; brightness decreased sharply; observed only at southern observatories; page-image proofread vs p442: confirmed",high,1926 VII,442,"Taking m=8™ for the end of January and m=9.5 to 10™ for the beginning of March, C.A.M. obtained Hjg=7™.8"
