pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
9P,Tempel 1,10.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'third and last recorded apparition of the short-period Comet Tempel(1)' = 9P; Holetschek H1=11m.3 to 12m.1; C.A.M. H10=10m.4; D1=0'.8 to 1'.6; periodic — will dedupe with other 9P apparitions; page-image proofread vs page 250-251: confirmed",high,1879 III,250,"Holetschek took m=12m on 19 May. 21 June 13m, an obvious underestimate; then H1=11m.3 to 12m.1. In C.A.M., H10=10m.4; D1=0'.8 to 1'.6."
1879 Q1,Palisa's Comet (1879 V),5.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Palisa) + body discovery 21 Aug 1879 → 1879 Q1 (Palisa); C.A.M. H10=6m.0; nucleus y=17m, h0=6m.2 from Harvard; Big V synthesis H10=5m.5 from Schmidt's estimates — preferred as Big V's own consolidated value; D1=5'.5 to 7'; page-image proofread vs page 251-252: confirmed",high,1879 V,251,"In C.A.M., H10=6m.0. Observations at Harvard gave for the nucleus y=17m, h0=6m.2. According to the estimates above, H10=5m.5."
1880 C1,Great Southern Comet 1880,7.1,10.0,"Vsekhsvyatskij 1958, other","matched by descriptive name (Great Southern); script Roman-fallback flagged medium but body confirms — large southern comet, tail visible from S. America/S. Africa/Australia from 31 Jan; Holetschek H1=7m; C.A.M. H10=8m.7 — Big V flags 'an obvious underestimate' (similar to V1 Donati pattern); ASYMMETRIC: Big V synthesis H10=7m.1 first period (taking m=3m on 5 Feb per Eddie), H10=8m.9 end of observations; took pre-peri (brighter) per §3.3; comet 'apparently grew rapidly faint'; popular_name uses 'Great Southern Comet 1880' since target_list comet_name is 'C/1880 C1 (Great southern comet)'; sanity check: M1=7.1 implies modest peak (this was a low-altitude tail-only sungrazer fragment, consistent); page-image proofread vs page 252-253: confirmed; ERRONEOUS C.A.M. flagged",low,1880 I,252,"Holetschek, taking m=5m(?) for 5 Feb., obtained H1=7m(?). In C.A.M., H10=8m.7 an obvious underestimate. Taking m=3m on 5 Feb. (Eddie) and 17 Feb. m=7 to 8m, we obtain H10=7m.1 in the first period and H10=8m.9 at the end of observations."
1880 G1,Schaeberle's Comet (1880 II),2.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Schaeberle) + body discovery 6 April 1880 → 1880 G1; E-III H10=2m.7 (E-III ≠ E-II per session V5; falls under 'other' per §3.1 source format); nucleus h10=6m.1; D1=3'.7; chose E-III; sanity check: M1=2.7 is bright but Schaeberle's Comet was indeed a bright object with a tail visible to naked eye; page-image proofread vs page 253: confirmed",high,1880 II,253,"In E-III, H10=2m.7 (accords with the estimates above). Brightness of the nucleus (or the central condensation), h10=6m.1. 27 May, D1=3'.7. S=0.0004."
1880 S1,Hartwig's Comet (1880 III),7.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Hartwig) + body discovery 29 Sept 1880 → 1880 S1 (Hartwig); Holetschek H1=7m.3; C.A.M. H10=7m.6; Big V synthesis H10=7m.7±0m.7; nucleus h10=9m.8; chose C.A.M. per §3.1; page-image proofread vs page 253-254: confirmed",high,1880 III,253,"Holetschek took m=5m.5 on 2 Oct.; hence, H1=7m.3. In C.A.M., H10=7m.6. According to naked-eye estimates and estimates in October and November (9 estimates), H10=7m.7±0m.7; for the nucleus h10=9m.8."
11P,Tempel-Swift-LINEAR,13.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'second recorded apparition of the short-period Comet Tempel-Swift' = 11P; Holetschek H1=13m.8; C.A.M. H10=13m.6 (very faint); Big V synthesis H10=12m.2; D1=2 to 3'; chose C.A.M. per §3.1; periodic — will dedupe with other 11P apparitions; page-image proofread vs page 255: confirmed",high,1880 IV,255,"Holetschek took 28 Nov. to 1 Dec. 9m.8 and found H1=13m.8. In C.A.M., H10=13m.6. From these estimates, H10=12m.2. 1 Dec., from Schmidt, D1=2 to 3'; other estimates, D1=1'."
1880 Y1,Pechule's Comet (1880 VI),5.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Pechule) + body discovery 16 Dec 1880 → 1880 Y1 (Pechule); Holetschek H1=6m.3 (from Kobold's 22 Dec estimate); C.A.M. H10=5m.8; Big V synthesis H10=5m.8 from 14 instances (matches C.A.M.); nucleus h10=7m.1; brightness increase Feb-Mar; D1max=11'.5; chose C.A.M. per §3.1; NOTE: Big V's 1880 V (Cooper, 21 Dec) appears to be the same comet (target list has only 1880 Y1 in late Dec 1880); Cooper's row excluded as duplicate of this entry (more substantive); page-image proofread vs page 256: confirmed",high,1880 VI,256,"Holetschek, proceeding from Kobold's estimate, obtained for 22 Dec. H1=6m.3. In C.A.M., H10=5m.8. According to the estimates above (14 instances) H10=5m.8; for the nucleus h10=7m.1; an increase in brightness in February and March."
1926 B1,Blathwayt's Comet (1926 I),10.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Blathwayt) + 16 Jan 1926 Bloemfontein discovery; C.A.M. Hip=10m.6 (printed 'Hip' = H10 OCR artefact); yields m=13m.8 for 5 April 1926 (matches Schorr); D1=2'.0 to 4'.5; nucleus 10m.8 to 16m; rapid faintening; page-image proofread vs p438-439: confirmed,high,1926 I,438,"In C.A.M., Hip =10™6; this yields m=13™.8 for 5 April 1926"
22P,Kopff,10.8,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'third recorded apparition of the short-period Comet Kopff (1906 IV)' = 22P; M.N. 90:717 H10(av)=10.8; same value cited in C.A.M.; agrees with Wolf and van Biesbroeck observations (m=16.5 on 15 Oct.); D1=1'.4; periodic — will dedupe with other 22P apparitions; page-image proofread vs p439: confirmed,high,1926 II,439,"In M.N., 90: 717, H10(av) = 10.8; same figure cited in C.A.M."
1925 X1,Ensor's Comet (1926 III),9.3,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Ensor) + 13 Dec 1925 Pretoria discovery; C.A.M. H10=9m.3 for initial period; for Feb-March H1 fainter than 11m.5 (post-peri fading — comet seen disintegrating); chose initial-period C.A.M. per §3.1 (brighter representative per §3.3 conceptually); D1=3 to 4'; S=0.030; tail anomalous (synchrone hypothesis); page-image proofread vs p439-440: confirmed,high,1926 III,439,"In C.A.M., Hjg9=9™.3 for the initial period; for February and March, H, fainter than 11™.5."
8P,Tuttle,10.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'seventh recorded apparition of the short-period Comet Tuttle' = 8P; M.N. 90:714 H10=10m.6; same in C.A.M.; D1=0'.4 in Feb; periodic — will dedupe with other 8P apparitions; page-image proofread vs p440-441: confirmed,high,1926 IV,440,"In M.N., 90: 714, Hip=10™6; same figure in C.A.M."
15P,Finlay,11.6,10.0,"Vsekhsvyatskij 1958, other","matched by body — 'fifth recorded apparition of the short-period Comet Finlay' = 15P; M.N. 90:713 H10(av)=12m.7, H1=12m.0, H2=14m.6; C.A.M. H10=12m.7; using Aug estimates we obtain H10=11m.6 (Big V's synthesis preferred — Aug values are early-period brighter); flagged: comet grew faint more rapidly than r^-4*Δ^-2 (NON-STANDARD photometric law); D1=0'.7-2'.7; periodic — will dedupe with other 15P apparitions; page-image proofread vs p441: confirmed",medium,1926 V,441,"in C.A.M., Hjgp=12™.7; making use of August estimates, we obtain Hj)>=11™.6. The comet thus grew faint more rapidly than r~A>*"
21P,Giacobini-Zinner,11.5,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'third recorded apparition of the short-period Comet Giacobini-Zinner (the 1920 apparition was overlooked)' = 21P; M.N. 90:714 H10(min)=15m on 4 March 1927; at maximum (Dec 1926) H10=11m.5; took maximum (brighter) per §3.3/§3.6; non-standard law: 'after perihelion grew faint more rapidly than r^-4*Δ^-2'; D1=0'.4; meteor association v Draconis (Draconids); periodic — will dedupe; page-image proofread vs p441-442: confirmed,medium,1926 VI,441,"M.N., 90: 714 gave, according to the initial observations, H1o(nin)= ... at the maximum (December 1926), Hyg=11™.5. After the perihelion passage the comet grew faint more rapidly than r^-4*Δ^-2"
1927 B1,Reid's Comet (1926 VII),7.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Reid) + 25 Jan 1927 Capetown discovery; Big V's 'Taking m=8m for end of January and m=9.5 to 10m for beginning of March, C.A.M. obtained H10=7m.8'; brightness decreased sharply; observed only at southern observatories; page-image proofread vs p442: confirmed",high,1926 VII,442,"Taking m=8™ for the end of January and m=9.5 to 10™ for the beginning of March, C.A.M. obtained Hjg=7™.8"
25D,Neujmin 2,10.7,10.0,"Vsekhsvyatskij 1958, E-I",ENTRY MERGED with 1926 VII in segmenter — body contains '1927 I (1926g). The second recorded apparition of the short-period Comet Neujmin (2) (1916 II; the 1921 return was overlooked)' = 25D; E-I H10=10m.7 initial period; average H10=11m.9; post-peri H10=10m.7; took initial/post-peri brightest 10.7 per §3.6 (brightest); periodic — will dedupe with other 25D apparitions; bigv_designation_old=1927 I (Big V's actual print); page-image proofread vs p442-443: confirmed,high,1927 I,442,"E-I gave for the initial period Hjj)=10™.7. Proceeding from all the estimates above, we obtain on the average H;)=11™.9 and after the perihelion passage H;,=10™.7"
1927 A1,Blathwayt's Comet (1927 II),7.4,10.0,"Vsekhsvyatskij 1958, E-I",matched by name (Blathwayt) + 11 Jan 1927 Bloemfontein discovery; only E-I H10=7m.4 cited for initial period; March H10=8.5 to 9m (post-peri fading); took initial-period brighter per §3.3; not detected in northern hemisphere; page-image proofread vs p443: confirmed,high,1927 II,443,"E-I gave Hig= 7™.4 according to observations in the initial period. In March, Hjg= 8.5 to 9™."
32P,Comas Sola,9.0,10.0,"Vsekhsvyatskij 1958, E-I",matched by name (Comas Sola) + 5 Nov 1926 Barcelona discovery + body 'first recorded apparition of the short-period Comet Comas Sola' = 32P; segmenter labeled 1927 II but Big V actually prints 1927 III (Roman numeral OCR confusion); E-I H10=9m.0 (figures y=2 and H0~11m flagged uncertain); D1=3'.1; periodic — will dedupe with other 32P apparitions; page-image proofread vs p443-444: Big V prints '1927 III (1926f)' — confirmed Roman III not II,high,1927 III,443,"In E-I, Hj =9™.0; the figures y=2 and Hp=11™ are uncertain."
1927 E1,Stearns's Comet (1927 IV),2.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Stearns) + 10 March 1927 discovery; C.A.M. H10=2m.0 from observations for the first period; van Biesbroeck/Struve/Baade close to y=10, H0=1m.88; observed for 4 years (longest series in Big V era); last seen at r=11.5 AU; sanity check: at r=3.68, Δ=2.70 with K1=10 yields m=9.8 vs reported 8.5 — consistent; page-image proofread vs p444-446: confirmed; FAMOUS far-distance comet; very bright intrinsic but never close to Earth",high,1927 IV,444,"In C.A.M., Hj9=2™.0 according to observations for the first period. The estimates of van Biesbroeck, Struve and Baade are close to the values y=10, Hj=1™.88."
26P,Grigg-Skjellerup,13.0,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'third recorded apparition of the short-period Comet Grigg-Skjellerup (1902 II)' = 26P; A.Zh. 7:215 H10=13 according to May/June estimates (brighter); van Biesbroeck end-June/July H10=15.9 ('rapid exhaustion of the coma'); took A.Zh. 13.0 (brighter) per §3.6 brightest preference for periodics; A.Zh. = 'other' per format conventions; periodic — will dedupe with other 26P apparitions; page-image proofread vs p446: confirmed,medium,1927 V,446,"In A. Zh., 7: 215, Hyg =13™ according to May and June estimates. According to van Biesbroeck's estimates for the end of June and July, Hyg=15™.9; rapid exhaustion of the coma."
34D,Gale,9.2,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Gale) + 7 June 1927 Sydney discovery + body 'first recorded apparition of the short-period Comet Gale' = 34D; E-I H10=9m.2 (printed as 'in =T) rig = 9 20' — pymupdf garble for 'In E-I, H10=9m.2'); D1=1'; one of Saturnian comets; periodic — will dedupe with other 34D apparitions; page-image proofread vs p446-447: confirmed E-I cite, H10=9m.2",high,1927 VI,446,"in =T) rig = 9 20. Dy = tr,"
7P,Pons-Winnecke,10.7,10.0,"Vsekhsvyatskij 1958, other","matched by body — 'eleventh recorded apparition of the short-period Comet Pons-Winnecke' = 7P; Vsekhsvyatskii Bull.Obs.Soc. 12.1928 from Astapovich/Cherkas/Chernov/Baldet/Giacobini/Struve estimates: y=10, H10=10m.7; for central condensation H10=13m.6; close encounter with Earth (allowed solar parallax determination); periodic — will dedupe with other 7P apparitions; sanity: at perihelion Δ=0.05, peak m=4 reported, with r=1.04 K1=10 M1=10.7 → m≈10.7+5log(0.05)+10log(1.04)=10.7-6.5+0.17=4.4 ✓; page-image proofread vs p447-448: confirmed",high,1927 VII,447,"Vsekhsvyatskii, Bull. Obs. Soc., 12. 1928, obtained y=10, Hy) =10™.7; for the central condensation Hyp) =13™.6."
24P,Schaumasse,10.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'third recorded apparition of the short-period Comet Schaumasse' = 24P; C.A.M. H10=10 to 11m (range — took midpoint 10.5 per §3.4); van Biesbroeck Oct/Dec H10=10m.0; Jan 1928 H10=11m; D1=1'.4; periodic — will dedupe with other 24P apparitions; page-image proofread vs p448: confirmed,medium,1927 VIII,448,"In C.A.M., Hjp=10 to 11™. According to van Biesbroeck, in Oct. and Dec., Hig = 20"".0 ... for Jan. 1928 Hip = 11"" 9 in Oct 1927 D = 144."
1927 X1,Skjellerup-Maristany (Great Comet 1927),5.2,10.0,"Vsekhsvyatskij 1958, other","matched by name (Skjellerup, Maristany) + bright comet end-Nov 1927 Australia/S.America = FAMOUS Great Southern Comet 1927 = 1927 X1 per target list peri 1927-12-18; C.A.M. H10=7m.2 flagged 'an apparent underestimate' (V1 pattern); Big V's synthesis: y=13.1, Hy=5m.3, H10=5m.2 (NON-STANDARD high y exponent); Baldet B.S.A.F. 43:401 also reports brightness varied more rapidly than r^-4*Δ^-2; took Big V synthesis 5.2 per V1 override rule; ERRONEOUS C.A.M. flagged; FAMOUS — sanity check: M1=5.2 with r=0.18, Δ=0.83 around 18 Dec → m=5.2+5log(0.83)+10log(0.18)≈5.2-0.4-7.4=-2.6, observed peak ~-6 reported 15 Dec (sungrazer geometry, K1=10 underestimates near-peri due to high y); the K1=10 fit is correct but cannot capture true peak; popular_name uses 'Skjellerup-Maristany' per target list and 'Great Comet 1927' alias; page-image proofread vs p448-450: confirmed",low,1927 IX,448,"In C.A.M., Hig=7™.2, an apparent underestimate. Taking for 26 Nov. to 3 Dec., m=1™; 15 Dec. to 17 Dec., -5 to -6™; 20 Dec., -2™; 10 Feb. 1928, 8 to 9™; ... we obtain y=13.1; Hy=5™.3; Hig=5™.2."
30P,Reinmuth 1,10.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Reinmuth) + 22 Feb 1928 Heidelberg discovery + body 'first recorded apparition of the short-period Comet Reinmuth' = 30P; C.A.M. H10=10m.2 according to H. Struve, van Biesbroeck, Wolf et al.; for first observation period Hjg=9m.7; comet's brightness decreased much more rapidly than y=10 (NON-STANDARD); periodic — will dedupe with other 30P apparitions; page-image proofread vs p450: confirmed",high,1928 I,450,"In C.A.M., Hig=10™.2 according to H. Struve, van Biesbroeck, Wolf, et al; hence, at y=10 we obtain m= 14™,3 on 8 May. The comet's brightness decreased much more rapidly than y=10. For the first observation period Hjg=9™.7."
2P,Encke,10.0,10.0,"Vsekhsvyatskij 1958, other","matched by body — 'thirty-seventh recorded apparition of the short-period Comet Encke-Backlund' = 2P; E-I H10=11m.0 from van Biesbroeck Feb estimates; A.Zh.31:281 H10(av)=11m.8; at r=0.6, H10=10m.0 (Big V's r-corrected value, brighter); Link H10=12m; D1=1'.6; chose Big V's r=0.6 brighter value 10.0 (consistent with §3.6 brightest for periodics); periodic — will dedupe with other 2P apparitions; page-image proofread vs p451: confirmed",medium,1928 II,451,"In E-I, according to the February estimates of van Biesbroeck, Hjg= 11™.0; making use of all the available estimates, A. Zh., 31: 281, Hyg (ay) = 11™.8; at r=0.6, Hjj=10™.0. According to Link, Hjjg=12™."
27P,Crommelin,7.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Crommelin/Forbes) + body 'third recorded apparition of the periodic Comet Crommelin (Pons-Coggia-Winnecke-Forbes)' = 27P; C.A.M. H10=12 cited as apparent underestimate (Big V notes it's based on van Biesbroeck's underestimating tendency); Big V's synthesis from 25 Oct m=7.5, 19-21 Nov m=6-7m, 1 Dec m=9-10m, 20 Dec m=12: H10=7.7 to 9m.2 first period, H10=12 second period; took first-period brighter end 7.7 per §3.3 (brightest); ERRONEOUS C.A.M. flagged (V1 pattern); periodic — will dedupe with other 27P apparitions; page-image proofread vs p452: confirmed",medium,1928 IV,452,"In C.A.M., Hjp=12™, according to van Biesbroeck's estimates (apparently underestimates). Taking for 25 Oct.m=7™.5, 19 Nov. to 21 Nov., 6 to 7™; 1 Dec., 9 to 10™ and 20 Dec. 12™, we obtain Hj9=7.7 to 9™.2 for the first period"
31P,Schwassmann-Wachmann 2,7.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Schwassmann + Wachmann) + body 'first recorded apparition of the short-period Comet Schwassmann-Wachmann (2)' = 31P; Kanda Tokyo Bull. y=5, H0=9m.9 (when y=10 H10=8m.2); E-I 'from numerous estimates H10=7m.5 (till beginning of February) and H10=8m.3 (second period)'; took E-I first-period 7.5 (brighter) per §3.3; periodic — will dedupe with other 31P apparitions; page-image proofread vs p452-453: confirmed",high,1929 I,452,"In E-I, from numerous estimates, Hj9=7™.5 (till the beginning of February) and Hj) = 8™.3 (for the second period of observations)."
37P,Forbes,9.9,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Forbes) + body 'first recorded apparition of the short-period Comet Forbes' = 37P; E-I H10=11m.4 from van Biesbroeck estimates; y=18, H0=9m.1 (not very reliable — very high y indicates non-standard photometry); for initial period m=10-11m, H10=9m.9 (brighter); took initial-period 9.9 per §3.6 brightest for periodics; periodic — will dedupe with other 37P apparitions; page-image proofread vs p453: confirmed",high,1929 II,453,"In E-I, from the estimates of van Biesbroeck, Hjj=11™.4, y= 18, Hy = 9™ 1 (not very reliable). For initial period, m=10 to 11™, Hyy=9™.9."
42P,Neujmin 3,10.8,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Neujmin) + body 'first recorded apparition of the short-period Comet Neujmin (3)' = 42P; Boyer/Willis y=5, H0=12m.4 (gives H10=10m.8); E-I from all estimates H10=10m.8; D1=0'.8; periodic — will dedupe with other 42P apparitions; page-image proofread vs p454: confirmed",high,1929 III,454,"Boyer and Willis, taking y=5, found Hp =12™.4, which gives Hjg=10™.8; in E-I, from all estimates received, H;j=10™.8."
1930 D1,Peltier-Schwassmann-Wachmann (1930 I),12.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Schwassmann-Wachmann + Peltier) + 18-20 Feb 1930 discovery; C.A.M. H10=12m.5 from H. Struve/Schwassmann/Wachmann/Peltier/van Biesbroeck initial-period estimates; from March H10=14m.5 (rapid faintening); chose initial-period C.A.M. 12.5 per §3.1; D1=1'.5; brief apparition (~5 weeks); page-image proofread vs p454: confirmed,high,1930 I,454,"According to H. Struve, Schwassmann, Wachmann, Peltier, and van Biesbroeck, in initial period, C.A.M. obtained Hyg =12™.5; from March estimates, Hjg=14™.5."
1929 Y1,Wilk's Comet (1930 II),8.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1930 D1 (wrong; that's the previous 1930 I Peltier-Schwassmann-Wachmann); body identifies as Wilk's 20 Dec 1929 Cracow discovery in Lyra → 1929 Y1 (Wilk) per target list peri 1930-01-22; Kukarkin A.N.243:113 from 77 estimates y=10.4, Hy=8m.5 (essentially equal to H10=8m.5); C.A.M. H10=8m.4; Bobrovnikoff y=10.7 H0=8m.34; chose C.A.M. 8.4 per §3.1; tail spectrum studied (CN, C); main tail type I (Vorontsov-Vel'yaminov); page-image proofread vs p454-455: confirmed",high,1930 II,454,"In C.A.M., Hig = 8™.4. From 53 estimates of almost the same observers, Bobrovnikoff obtained, y=10.7; Hy = 8™.34, very close to the above result."
1930 F1,Wilk's Comet (1930 III),8.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1929 Y1 (wrong — that's previous Wilk Dec 1929 entry 1930 II); body identifies as Wilk 21 March 1930 separate discovery → 1930 F1 (Wilk) per target list peri 1930-03-28; Vorontsov-Vel'yaminov y=10.7, H0=8m.95±0m.5; Kukarkin Tr.Tashkent Obs. y=12.2, H0=9m.04; Deich variable y; Bobrovnikoff y=11.2, H0=8m.64; C.A.M. H10=8m.8; chose C.A.M. per §3.1; tail type I, spectrum studied; observed extensively at Pulkovo; page-image proofread vs p455-457: confirmed",high,1930 III,455,In C.A.M. Hip =8™.8.
1930 E1,Beyer's Comet (1930 IV),6.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Beyer) + 4 March 1930 Hamburg discovery on a 26 Feb plate; C.A.M. y=7.0, H0=7m.8, H10=6m.8; agrees with observations through 13 Aug 1931 (very long observation period); D1=3'.6; periodic? long-period (per orbit data showing 2.5-5 AU); chose C.A.M. per §3.1; page-image proofread vs p457: confirmed",high,1930 IV,457,"According to van Biesbroeck, H. Struve and Schneider et al., inC.A.M., y=7.0, Ho=7™.8, Hip =6™.8."
1930 L1,Forbes's Comet (1930 V),9.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Forbes) + 31 May 1930 Rosebank discovery → 1930 L1 (Forbes) per target list peri 1930-05-10 (post-peri discovery, hence rapid faintening); C.A.M. for initial period H10=9m.3; after 21 June H10=11m (see also E-I); from estimates upon discovery H10=9.2 to 8.5 (brighter end), end of June H10=12-13m; chose initial-period C.A.M. 9.3 per §3.1; comet 'apparently was rapidly exhausted' (NON-STANDARD photometric law); D1=3'.8 to 4'.7; page-image proofread vs p458: confirmed",medium,1930 V,458,"In C.A.M. for the initial period, Hj)=9™.3 and after 21 June, Hj)=11™ (see also E-I). According to given estimates upon discovery, Hj) =9™.2 to 8™.5 and from the end of June, Hig=12 to 13™. The comet apparently was rapidly exhausted."
73P,Schwassmann-Wachmann 3,11.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1930 E1 Beyer (wrong; that's 1930 IV the previous entry); body identifies 1930 VI as 'Discovered by Schwassmann and Wachmann (Bergedorf) on 2 May... independently by Blathwayt (Johannesburg) on 3 June' — confirmed first apparition of 73P/Schwassmann-Wachmann 3 per target list peri 1930-06-14 matching (r,Δ) data 2 June r=1.03; C.A.M. H10=11m.7 from initial-period estimates; Baldet h10=19m.4 (nucleus); end-May/June H10=12m.6 to 14m; main tail type I; periodic — will dedupe with other 73P apparitions; page-image proofread vs p458-459: confirmed",high,1930 VI,458,"In C.A.M., from the estimates for the initial period, Hjyg=11™.7. According to Baldet, hjjg=19™.4. At the end of May and in June, Hj9= 12.6 to 14™."
10P,Tempel 2,10.3,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'ninth apparition of the short-period comet Tempel (2)' = 10P; C.A.M. H10=10m.3; D1=2' Jan 1931; observed extensively from Aug 1930 to Feb 1931; periodic — will dedupe with other 10P apparitions; page-image proofread vs p460: confirmed,high,1930 VIII,460,"In C.A.M., Hjg=10™.3. In Jan. 1931, D,=2'. S=0.0010 (jet)."
28P,Neujmin 1,10.9,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'second recorded apparition of the short-period Comet Neujmin (1)' = 28P; E-I initial period H10=10m.5; considering all estimates we obtain H10=10m.9 (Big V's synthesis preferred over E-I per §3.1 narrative endorsement); D1<0'.1 (almost stellar); periodic — will dedupe with other 28P apparitions; page-image proofread vs p460-461: confirmed,medium,1931 I,460,"For the initial period, in E-I, H,jg=10™.5; considering all the estimates, we obtain Hjg=10™.9; D, < 0'.1."
2P,Encke,11.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'thirty-eighth recorded apparition of the short-period Comet Encke-Backlund' = 2P; C.A.M. H10=11m.0; A.Zh.31:282 H10=11m.5 to 11m.3 (Vsekhsvyatskii reappraisal); chose C.A.M. per §3.1; periodic — will dedupe with other 2P apparitions; page-image proofread vs p461: confirmed,high,1931 II,461,"In C.A.M., Hig =11"".0. A. Zh.; 31: 282; By =11"".5 to 11"".3."
1931 O1,Nagata's Comet (1931 III),3.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Nagata) + 15 July 1931 California discovery; segmenter labels '1931 II' but Big V actually prints '1931 III' (Roman III misread as II); C.A.M. H10=3m.7 according to high estimates for October 1931 (after brightness flare on 6 Oct — factor of 100 increase); for July-November 1931 H10=4m.7; for Feb-April 1932 H10=7m.7; chose C.A.M. high-estimate value 3.7 per §3.1; sanity: Oct 1931 m=8(!) reported, M1=3.7 with r=2.2 Δ=2.99 → m=3.7+5log(2.99)+10log(2.2)=3.7+2.38+3.42=9.5 vs observed 8 (acceptable, brightness flare context); SPECIAL: brightness flare event noted; page-image proofread vs p461-462: confirmed",high,1931 III,461,"In C.A.M., Hig =3™.7 according to the high estimates for October 1931; for July to November 1931, Hjp=4™.7; for February to April 1932, Hi9=7™.7."
1931 P1,Ryves's Comet (1931 IV),6.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Ryves) + 10 Aug 1931 Saragossa discovery; preliminary C.A.M. H10=6m.3; E-I y=11.2, Hy=7m.4 (4 estimates); August + October only H10=6m.6; December H10=8m.7 (post-peri faint); chose C.A.M. preliminary estimate 6.3 per §3.1; sanity: M1=6.3, peri=0.08 (sungrazer), Δ_min=1.10 → naked-eye visibility 14 Aug confirmed by van Biesbroeck (m=4); long observation period 4 months; page-image proofread vs p462-463: confirmed",high,1931 IV,462,"Preliminary estimates in C.A.M. gave Hjj)=6™.3. In E-I, according to four estimates of van Biesbroeck and Ryves, y=11.2, Hy=7™4. Using only August and October observations, Hjj=6™.6; in Dec., Hjg=8™.7."
1932 H1,Carrasco's Comet (1931 V),6.0,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Carrasco) + 22 April 1932 Madrid discovery (5 months after perihelion late 1931); E-I H10=6m.0; nearly 1m fainter at end of observation period; D1=4' April, 1' May; long-distance object (r=2.7-3.4 AU); chose E-I per §3.1; comet given Big V designation 1931 V despite 1932 discovery because Big V uses perihelion-passage year; page-image proofread vs p463: confirmed",high,1931 V,463,"In E-I, Hj)=6™.0; nearly 1™ fainter at the end of the observation period."
1932 G1,Houghton-Ensor's Comet (1932 I),9.3,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Houghton + Ensor) + 1-2 April 1932 Cape/Pretoria discovery; E-I from 14 estimates April-May: y=11.2, H0=8m.9, H10=9m.3; June H10=11m; chose E-I H10=9.3 per §3.1 (apparition-specific synthesis); D1=5'.8 to 3'.5 April; page-image proofread vs p463-464: confirmed",high,1932 I,463,"In E-I, according to 14 estimates for April and May, y =11.2, Ho=8™.9, Hyp =9™.3; in June, Hig=11™."
26P,Grigg-Skjellerup,12.9,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'fourth recorded apparition of the short-period Comet Grigg-Skjellerup' = 26P; C.A.M. H10=12m.9 from van Biesbroeck/Kaiser/Schorr estimates; June-July decrease to H10=15m.0; chose C.A.M. per §3.1; periodic — will dedupe with other 26P apparitions; page-image proofread vs p464-465: confirmed,high,1932 II,464,"In C.A.M., according to the estimates of van Biesbroeck, Kaiser, Schorr, et al., Hjg=12™.9. In June and July, a decrease in brightness; Hip =15™.0."
